food_name,query,alternate_query_inbox,kroger_upc,product_grams,product_uri,product_local_price,product_categories,product_sold_by_unit
fresh corn,fresh corn,,1111018183.0,892.0,/p/fresh-sweet-corn-on-the-cob-4-count/0001111018183?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Produce, Produce",4 ct
Montreal steak seasoning,Montreal steak seasoning,,5210003828.0,329.42,/p/mccormick-grill-mates-montreal-steak-seasoning/0005210003828?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.49,Baking Goods,11.62 oz
ham,ham,,21386300000.0,453.592,/p/kroger-fully-cooked-boneless-half-ham/0021386300000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Meat & Seafood,1 lb
hulled hemp seeds,hulled hemp seeds,,1111000677.0,226.796,/p/simple-truth-organic-shelled-hemp-seeds/0001111000677?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.49,Snacks,8 oz
sweetener,sweetener,,7210002600.0,907.184,/p/imperial-pure-granulated-cane-sugar/0007210002600?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Baking Goods,2 lb
frozen mango chunks,frozen mango chunks,,1111008288.0,1360.776,/p/private-selection-frozen-tropical-mango-chunks/0001111008288?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Frozen,48 oz
lite coconut milk,lite coconut milk,,1111090415.0,411.2172,/p/kroger-lite-coconut-milk/0001111090415?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"International, Dairy",13.5 fl oz
neutral oil,neutral oil,,,,,,,
mangoes,mangoes,,4959.0,336.0,/p/large-mangos/0000000004959?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.5,Produce,1 ct
canned pineapple,canned pineapple,,1111083141.0,566.99,/p/kroger-canned-pineapple-chunks-in-pineapple-juice/0001111083141?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,Canned & Packaged,20 oz
cider vinegar,cider vinegar,,1111086203.0,3596.14,/p/kroger-apple-cider-vinegar/0001111086203?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,Baking Goods,1 gal
fresh thyme,fresh thyme,,1111001921.0,14.17475,/p/simple-truth-organic-thyme/0001111001921?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"Natural & Organic, Produce",.5 oz
matzo meal,matzo meal,,7270000099.0,453.592,/p/manischewitz-matzo-meal-can/0007270000099?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,"International, Baking Goods",16 oz
bouillon,bouillon,,1111083768.0,92.13587,/p/kroger-chicken-bouillon-cubes/0001111083768?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Canned & Packaged,3.25 oz
egg,egg,,1111085503.0,1020.6,/p/kroger-grade-aa-large-white-eggs/0001111085503?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Breakfast, Dairy",18 ct
Italian ground sausage,Italian ground sausage,,1111097272.0,453.592,/p/kroger-mild-italian-ground-sausage/0001111097272?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Meat & Seafood, Meat & Seafood, Natural & Organic",16 oz
cheese tortellini,cheese tortellini,,1111012404.0,538.6405,/p/kroger-cheese-tortellini/0001111012404?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.79,Frozen,19 oz
shredded green cabbage,shredded green cabbage,,1111062870.0,283.495,/p/kroger-angel-hair-coleslaw-cabbage/0001111062870?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.29,Produce,10 oz
lacinato kale,lacinato kale,,98301.0,453.592,/p/organic-lacinato-kale/0000000098301?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Natural & Organic, Produce",1 lb
neutral salad oil,neutral salad oil,,0004133536380,435.27,/p/ken-s-steak-house-simply-vinaigrette-classic-oil-vinegar-salad-dressing/0004133536380?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.69,Condiment & Sauces,16 fl oz
shredded red cabbage,shredded red cabbage,,4554.0,453.592,/p/red-cabbage/0000000004554?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Produce,1 lb
frozen shelled edamame,frozen shelled edamame,,1111085661.0,453.592,/p/private-selection-frozen-edamame/0001111085661?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Frozen,16 oz
chunk light tuna in water,chunk light tuna in water,,1111089084.0,141.7475,/p/kroger-wild-caught-chunk-light-tuna-in-water/0001111089084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,5 oz
bread crumbs,bread crumbs,,1111013526.0,425.2425,/p/kroger-plain-bread-crumbs/0001111013526?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Baking Goods,15 oz
plain whole milk yogurt,plain whole milk yogurt,,1111013600.0,907.184,/p/kroger-plain-whole-milk-greek-yogurt-cultured-dairy-blend-tub/0001111013600?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,32 oz
balsamic vinegar,balsamic vinegar,,1111000522.0,503.28,/p/kroger-balsamic-vinegar/0001111000522?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Baking Goods,12.7 fl oz
whole milk mozzarella,whole milk mozzarella,,1111001798.0,226.796,/p/kroger-whole-milk-mozzarella-shredded-cheese/0001111001798?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Dairy,8 oz
ripe bananas,ripe bananas,,,,,,,
small onion,small onion,,,,,,,
Worcestershire sauce,Worcestershire sauce,,1111071928.0,487.96275,/p/kroger-worcestershire-sauce/0001111071928?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,"Condiment & Sauces, Meat & Seafood",15 oz
bbq sauce,bbq sauce,,1111067459.0,510.291,/p/kroger-this-is-the-original-bbq-sauce/0001111067459?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,"Condiment & Sauces, Meat & Seafood",18 oz
shredded sweetened coconut,shredded sweetened coconut,,1111013796.0,396.893,/p/kroger-sweetened-coconut-flakes/0001111013796?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.59,Natural & Organic,14 oz
semi-sweet chocolate,semi-sweet chocolate,,1111013949.0,1020.582,/p/kroger-semi-sweet-chocolate-baking-chips/0001111013949?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Baking Goods,36 oz
small red potatoes,small red potatoes,,1111079541.0,680.388,/p/private-selection-petite-red-gourmet-potatoes/0001111079541?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,1.5 lb
boneless beef roast,boneless beef roast,,21196640000.0,453.592,/p/private-selection-angus-choice-boneless-chuck-roast/0021196640000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.49,Meat & Seafood,1 lb
italian sausage,italian sausage,,1111097272.0,453.592,/p/kroger-mild-italian-ground-sausage/0001111097272?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Meat & Seafood, Meat & Seafood, Natural & Organic",16 oz
frozen peppers and onions,frozen peppers and onions,,1111089786.0,340.194,/p/kroger-recipe-beginnings-frozen-peppers-onions-blend/0001111089786?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Frozen,12 oz
frozen kale,frozen kale,,1111001134.0,340.194,/p/simple-truth-organic-frozen-kale-chopped/0001111001134?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,"Frozen, Natural & Organic",12 oz
italian ground sausage,italian ground sausage,,1111097272.0,453.592,/p/kroger-mild-italian-ground-sausage/0001111097272?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Meat & Seafood, Meat & Seafood, Natural & Organic",16 oz
celery stalk,celery stalk,,,,,,,
red lentils,red lentils,,1111089816.0,453.592,/p/kroger-red-lentils/0001111089816?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.29,"Pasta, Sauces, Grain",16 oz
pico de gallo,pico de gallo,,71752479115.0,340.194,/p/medium-pico-de-gallo/0071752479115?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,12 oz
avocados,avocados,,1111018180.0,600.0,/p/kroger-fresh-avocados-in-4-count-bag/0001111018180?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Produce,4 ct
champagne mangoes,champagne mangoes,,4959.0,336.0,/p/large-mangos/0000000004959?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.5,Produce,1 ct
powdered ginger,powdered ginger,,,,,,,
frozen shrimp,frozen shrimp,,1111096605.0,453.592,/p/kroger-medium-raw-shrimp-shell-on/0001111096605?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,"Frozen, Meat & Seafood",16 ounces
pitas,pitas,,7312400106.0,340.194,/p/toufayan-classic-white-pita-loaves-6-count/0007312400106?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Bakery,12 oz
imitation lobster,imitation lobster,,1111022116.0,198.4465,/p/kroger-chunk-style-lobster-select-imitation-lobster-meat/0001111022116?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Meat & Seafood,7 oz
hard-boiled eggs,hard-boiled eggs,,74602520246.0,263.65,/p/easy-eggs-peeled-hard-cooked-eggs/0074602520246?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Dairy,9.3 oz
sweet pickle relish,sweet pickle relish,,1111009084.0,745.2522,/p/kroger-sweet-pickle-relish/0001111009084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Canned & Packaged,24 fl oz
chipotle peppers in adobo,chipotle peppers in adobo,,1111088003.0,198.4465,/p/kroger-gluten-free-whole-chipotle-peppers-in-adobo-sauce/0001111088003?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Canned & Packaged,7 oz
ravioli,ravioli,,2484219211.0,566.99,/p/buitoni-four-cheese-ravioli-pasta-family-sized-pasta/0002484219211?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.49,"Pasta, Sauces, Grain",20 oz
macaroni,macaroni,,1111085021.0,453.592,/p/kroger-elbow-macaroni/0001111085021?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.33,"Pasta, Sauces, Grain",16 oz
medium cheddar cheese,medium cheddar cheese,,1111058751.0,907.184,/p/kroger-medium-cheddar-block-cheese-big-deal-/0001111058751?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
raw medium shrimp,raw medium shrimp,,1111096605.0,453.592,/p/kroger-medium-raw-shrimp-shell-on/0001111096605?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,"Frozen, Meat & Seafood",16 ounces
broccoli crowns,broccoli crowns,,3082.0,453.592,/p/broccoli-crowns/0000000003082?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Produce,1 lb
whole wheat penne pasta,whole wheat penne pasta,,4126033485.0,453.592,/p/simple-truth-organic-100-whole-wheat-penne-rigate-pasta/0004126033485?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,"Natural & Organic, Pasta, Sauces, Grain",16 oz
chow mein noodles,chow mein noodles,,1111088283.0,170.097,/p/kroger-chow-mein-noodles/0001111088283?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,"International, Pasta, Sauces, Grain",6 oz
fresh brussels sprouts,fresh brussels sprouts,,1111002441.0,680.388,/p/kroger-brussels-sprouts-big-deal-/0001111002441?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Produce,24 oz
vegetarian italian sausage,vegetarian italian sausage,,63803161215.0,367.13,/p/field-roast-italian-garlic-fennel-plant-based-sausage/0063803161215?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,"Natural & Organic, Natural & Organic",12.95 oz / 4 ct
brussels sprouts,brussels sprouts,,3338370154.0,453.592,/p/brussels-sprouts/0003338370154?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Produce,1 lb
chopped pecans,chopped pecans,,1111010703.0,453.592,/p/kroger-pecan-pieces/0001111010703?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,13.99,Baking Goods,16 oz
Caesar dressing,Caesar dressing,,1111004867.0,473.176,/p/kroger-classic-caesar-salad-dressing/0001111004867?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Condiment & Sauces,16 fl oz
sauerkraut,sauerkraut,,1111081423.0,907.184,/p/kroger-shredded-sauerkraut/0001111081423?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Canned & Packaged,32 oz
whole grain mustard,whole grain mustard,,1111078395.0,248.058,/p/private-selection-garlic-whole-grain-mustard/0001111078395?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Condiment & Sauces,8.75 oz
broccoli stem,broccoli stem,,,,,,,
sauce,sauce,,1111013410.0,680.388,/p/kroger-classic-tomato-traditional-pasta-sauce/0001111013410?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",24 oz
toppings,toppings,,7069027127.0,141.75,/p/fisher-nut-mixed-nut-variety-topping/0007069027127?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Frozen,5 oz
boneless chicken breasts,boneless chicken breasts,,28334900000.0,453.592,/p/heritage-farm-boneless-skinless-chicken-breasts/0028334900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Meat & Seafood,1 lb
stuffing,stuffing,,1111089300.0,170.097,/p/kroger-turkey-flavored-stuffing-mix/0001111089300?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Canned & Packaged,6 oz
chopped turkey,chopped turkey,,,,,,,
frozen mixed berries,frozen mixed berries,,7120206429.0,1133.98,/p/dole-mixed-berries-pre-portioned-frozen-fruit-bags/0007120206429?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,13.49,Frozen,40 oz
cold butter,cold butter,,,,,,,
yogurt,yogurt,,89470001013.0,907.184,/p/chobani-plain-nonfat-greek-yogurt-tub/0089470001013?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,Dairy,32 oz
turkey,turkey,,21006250000.0,453.592,/p/kroger-whole-frozen-turkey-10-14-lb-limit-1-at-sale-price/0021006250000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.89,Meat & Seafood,1 lb
brie cheese,brie cheese,,29647680000.0,453.592,/p/murray-s-brie-cheese-sold-in-pound-units-/0029647680000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,12.99,Deli,1 lb
mini bagels,mini bagels,,4812121657.0,425.2425,/p/thomas-plain-mini-bagels/0004812121657?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Breakfast,10 pc / 15 oz
crackers,crackers,,1111009090.0,453.592,/p/kroger-original-saltines-crackers/0001111009090?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,Snacks,16 oz
mini pretzels,mini pretzels,,1111009142.0,425.2425,/p/kroger-mini-pretzel-twists/0001111009142?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.29,Snacks,15 oz
Medjool dates,Medjool dates,,9792354401.0,907.184,/p/bard-valley-natural-delights-whole-fresh-medjool-dates/0009792354401?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,12.99,Produce,32 oz
provolone cheese,provolone cheese,,22620100000.0,453.592,/p/private-selection-provolone-cheese-fresh-sliced-deli-cheese/0022620100000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,11.99,Deli,1 lb
mini sweet peppers,mini sweet peppers,,1111018181.0,453.592,/p/kroger-mini-sweet-peppers/0001111018181?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,16 oz
thin spaghetti,thin spaghetti,,1111085020.0,453.592,/p/kroger-thin-spaghetti/0001111085020?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.33,"Pasta, Sauces, Grain",16 oz
light coconut milk,light coconut milk,,1111090415.0,399.24,/p/kroger-lite-coconut-milk/0001111090415?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"International, Dairy",13.5 fl oz
frozen berries,frozen berries,,1111008254.0,1360.776,/p/private-selection-triple-berry-blend-frozen-fruit/0001111008254?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Frozen,48 oz
cod steaks,cod steaks,,,,,,,
shredded Italian cheese blend,shredded Italian cheese blend,,1111050205.0,226.796,/p/kroger-italian-style-blend-shredded-cheese/0001111050205?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Dairy,8 oz
Panko breadcrumbs,Panko breadcrumbs,,1111012936.0,226.796,/p/private-selection-traditional-panko-bread-crumbs/0001111012936?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Baking Goods,8 oz
maple syrup,maple syrup,,1111085820.0,946.352,/p/private-selection-100-pure-grade-a-amber-maple-syrup/0001111085820?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,18.99,Breakfast,32 fl oz
almond butter,almond butter,,1111011943.0,453.592,/p/simple-truth-almond-butter-smooth/0001111011943?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.79,"Condiment & Sauces, Natural & Organic",16 oz
Granny Smith apple,Granny Smith apple,,4017.0,223.0,/p/large-granny-smith-apple-each/0000000004017?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Produce,1 lb
pita pocket,pita pocket,,85279500539.0,220.0,/p/bfree-wheat-gluten-free-stone-baked-pita-breads/0085279500539?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Bakery,4 ct / 7.76 oz
dry navy beans,dry navy beans,,1111089668.0,453.592,/p/kroger-navy-beans/0001111089668?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,"Pasta, Sauces, Grain",16 oz
shredded Monterrey Jack cheese,shredded Monterrey Jack cheese,,1111058086.0,907.184,/p/kroger-monterey-jack-shredded-cheese/0001111058086?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
ranch seasoning mix,ranch seasoning mix,,1111068848.0,28.3495,/p/kroger-ranch-salad-dressing-seasoning-mix-packet/0001111068848?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.79,Condiment & Sauces,1 oz
cheese slices,cheese slices,,1111009434.0,340.1944,/p/kroger-american-sliced-cheese-singles/0001111009434?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Dairy,16 slices / 12 oz
pearled barley,pearled barley,,3997811403.0,850.485,/p/bob-s-red-mill-pearl-barley-30-oz/0003997811403?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Natural & Organic,30 oz
mini shell pasta,mini shell pasta,,2100065321.0,205.53,/p/kraft-three-cheese-mac-n-cheese-macaroni-and-cheese-dinner-with-mini-shell-pasta/0002100065321?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,"Canned & Packaged, Canned & Packaged",7.25 oz
chunk tuna,chunk tuna,,1111089084.0,141.7475,/p/kroger-wild-caught-chunk-light-tuna-in-water/0001111089084?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,5 oz
white beans,white beans,,7227313530.0,425.2425,/p/kuner-s-cannellini-white-kidney-beans/0007227313530?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Canned & Packaged,15 oz
french bread,french bread,,4157322506.0,453.592,/p/bakery-fresh-goodness-crisp-soft-french-bread/0004157322506?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,"Bakery, Bakery",16 oz
chicken base,chicken base,,9830800202.0,226.796,/p/better-than-bouillon-premium-roasted-chicken-base/0009830800202?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Canned & Packaged,8 oz
bone-in turkey pieces,bone-in turkey pieces,,21031900000.0,453.592,/p/honeysuckle-white-frozen-bone-in-turkey-breast-with-gravy-limit-2-at-sale-price/0021031900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Meat & Seafood,1 lb
portobello mushroom,portobello mushroom,,1111091492.0,226.796,/p/whole-portobello-mushrooms/0001111091492?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,8 oz
frozen broccoli cauliflower,frozen broccoli cauliflower,,1450002132.0,306.17,/p/birds-eye-steamfresh-broccoli-and-cauliflower-frozen-vegetables/0001450002132?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Frozen,10.800 oz
elbow pasta,elbow pasta,,1111085021.0,453.592,/p/kroger-elbow-macaroni/0001111085021?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.33,"Pasta, Sauces, Grain",16 oz
shredded gouda,shredded gouda,,1111008389.0,226.796,/p/private-selection-chef-s-blend-sharp-cheddar-gouda-asiago-thick-cut-shredded-cheese/0001111008389?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,8 oz
green beans,green beans,,4066.0,453.592,/p/fresh-green-beans-order-by-the-pound/0000000004066?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Produce, Produce",1 lb
asparagus,asparagus,,4080.0,453.592,/p/green-asparagus/0000000004080?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,1 lb
poppy seeds,poppy seeds,,1111068393.0,60.1,/p/kroger-poppy-seeds/0001111068393?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Baking Goods,2.12 oz
vegetable shortening,vegetable shortening,,1111084624.0,1360.776,/p/kroger-all-vegetable-shortening/0001111084624?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Baking Goods,48 oz
pearl couscous,pearl couscous,,1111013887.0,694.56,/p/private-selection-pearl-couscous/0001111013887?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Pasta, Sauces, Grain",24.5 oz
Lacinato Kale,Lacinato Kale,,98301.0,453.592,/p/organic-lacinato-kale/0000000098301?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Natural & Organic, Produce",1 lb
Cannellini beans,Cannellini beans,,1111012142.0,439.41725,/p/kroger-cannellini-beans/0001111012142?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,15.5 oz
chopped cooked chicken,chopped cooked chicken,,1111013619.0,623.689,/p/kroger-grilled-chicken-breast-dices/0001111013619?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,"Meat & Seafood, Frozen",22 oz
frozen roasted corn kernels,frozen roasted corn kernels,,1111014023.0,340.194,/p/simple-truth-organic-steamable-fire-roasted-corn/0001111014023?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,"Natural & Organic, Frozen",12 oz
8-inch tortillas,8-inch tortillas,,,,,,,
small corn tortillas,small corn tortillas,,1111099028.0,680.388,/p/kroger-white-corn-tortillas/0001111099028?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,"International, International",30 ct / 24 oz
delicata squash,delicata squash,,,,,,,
poblano pepper,poblano pepper,,4705.0,453.592,/p/fresh-poblano-peppers/0000000004705?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,"Produce, International",1 lb
jalapeño pepper,jalapeño pepper,,4693.0,453.592,/p/fresh-jalapeno-peppers/0000000004693?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,"Produce, International",1 lb
couscous,couscous,,1111012270.0,198.4465,/p/kroger-original-couscous/0001111012270?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"Pasta, Sauces, Grain",7 oz
rainbow sprinkles,rainbow sprinkles,,1111070187.0,255.1455,/p/kroger-rainbow-sprinkles-dessert-topping/0001111070187?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Baking Goods,9 oz
semi-sweet chocolate chips,semi-sweet chocolate chips,,1111013949.0,1020.582,/p/kroger-semi-sweet-chocolate-baking-chips/0001111013949?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Baking Goods,36 oz
ripe tomatoes,ripe tomatoes,,1111091688.0,566.99,/p/kroger-vine-ripe-fresh-tomatoes/0001111091688?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,"Produce, Produce",20 oz
lasagna noodles,lasagna noodles,,1111085027.0,453.592,/p/kroger-lasagna-noodles/0001111085027?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,"Pasta, Sauces, Grain",16 oz
uncooked quinoa,uncooked quinoa,,1111086099.0,453.592,/p/kroger-quinoa/0001111086099?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,"Pasta, Sauces, Grain",16 oz
oyster sauce,oyster sauce,,7889530001.0,266.1615,/p/lee-kum-kee-panda-oyster-sauce/0007889530001?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.59,International,9 fl oz
